Lag Time [us], Corr. 1.1 [-], Corr 1.2 [-], Corr. 1.3 [-], Corr. 2.1 [-], Corr. 2.2 [-], Corr. 2.3 [-], ...
5.000000000000000000e-01,8.519999999999999796e-01,8.519999999999999796e-01,8.619999999999999885e-01,8.830000000000000071e-01,9.050000000000000266e-01,8.960000000000000187e-01
1.000000000000000000e+00,8.579999999999999849e-01,8.589999999999999858e-01,8.699999999999999956e-01,8.900000000000000133e-01,9.110000000000000320e-01,9.020000000000000240e-01
1.500000000000000000e+00,8.549999999999999822e-01,8.559999999999999831e-01,8.679999999999999938e-01,8.870000000000000107e-01,9.090000000000000302e-01,9.000000000000000222e-01
2.000000000000000000e+00,8.539999999999999813e-01,8.549999999999999822e-01,8.659999999999999920e-01,8.860000000000000098e-01,9.080000000000000293e-01,8.980000000000000204e-01
2.500000000000000000e+00,8.529999999999999805e-01,8.549999999999999822e-01,8.649999999999999911e-01,8.850000000000000089e-01,9.090000000000000302e-01,8.970000000000000195e-01
3.000000000000000000e+00,8.519999999999999796e-01,8.529999999999999805e-01,8.639999999999999902e-01,8.830000000000000071e-01,9.060000000000000275e-01,8.950000000000000178e-01
3.500000000000000000e+00,8.499999999999999778e-01,8.529999999999999805e-01,8.629999999999999893e-01,8.840000000000000080e-01,9.050000000000000266e-01,8.950000000000000178e-01
4.000000000000000000e+00,8.499999999999999778e-01,8.519999999999999796e-01,8.619999999999999885e-01,8.820000000000000062e-01,9.020000000000000240e-01,8.950000000000000178e-01
4.500000000000000000e+00,8.489999999999999769e-01,8.509999999999999787e-01,8.609999999999999876e-01,8.810000000000000053e-01,9.030000000000000249e-01,8.940000000000000169e-01
5.500000000000000000e+00,8.459999999999999742e-01,8.479999999999999760e-01,8.579999999999999849e-01,8.790000000000000036e-01,9.000000000000000222e-01,8.910000000000000142e-01
6.500000000000000000e+00,8.439999999999999725e-01,8.469999999999999751e-01,8.559999999999999831e-01,8.770000000000000018e-01,8.980000000000000204e-01,8.880000000000000115e-01
