Lag Time [us], Corr. 1.1 [-], Corr 1.2 [-], Corr. 1.3 [-], Corr. 2.1 [-], Corr. 2.2 [-], Corr. 2.3 [-], ...
5.000000000000000000e-01,8.699999999999999956e-01,8.750000000000000000e-01,8.830000000000000071e-01,8.840000000000000080e-01,8.760000000000000009e-01,8.689999999999999947e-01,8.880000000000000115e-01,8.900000000000000133e-01,8.890000000000000124e-01,9.060000000000000275e-01,9.100000000000000311e-01,9.120000000000000329e-01
1.000000000000000000e+00,8.760000000000000009e-01,8.820000000000000062e-01,8.880000000000000115e-01,8.900000000000000133e-01,8.790000000000000036e-01,8.770000000000000018e-01,8.960000000000000187e-01,8.970000000000000195e-01,8.970000000000000195e-01,9.150000000000000355e-01,9.130000000000000338e-01,9.210000000000000409e-01
1.500000000000000000e+00,8.750000000000000000e-01,8.800000000000000044e-01,8.860000000000000098e-01,8.850000000000000089e-01,8.780000000000000027e-01,8.739999999999999991e-01,8.930000000000000160e-01,8.980000000000000204e-01,8.960000000000000187e-01,9.120000000000000329e-01,9.140000000000000346e-01,9.180000000000000382e-01
2.000000000000000000e+00,8.719999999999999973e-01,8.780000000000000027e-01,8.840000000000000080e-01,8.840000000000000080e-01,8.770000000000000018e-01,8.699999999999999956e-01,8.910000000000000142e-01,8.950000000000000178e-01,8.940000000000000169e-01,9.080000000000000293e-01,9.140000000000000346e-01,9.170000000000000373e-01
2.500000000000000000e+00,8.719999999999999973e-01,8.760000000000000009e-01,8.830000000000000071e-01,8.830000000000000071e-01,8.760000000000000009e-01,8.719999999999999973e-01,8.920000000000000151e-01,8.940000000000000169e-01,8.940000000000000169e-01,9.100000000000000311e-01,9.110000000000000320e-01,9.160000000000000364e-01
3.000000000000000000e+00,8.719999999999999973e-01,8.750000000000000000e-01,8.830000000000000071e-01,8.820000000000000062e-01,8.750000000000000000e-01,8.689999999999999947e-01,8.910000000000000142e-01,8.920000000000000151e-01,8.930000000000000160e-01,9.070000000000000284e-01,9.120000000000000329e-01,9.130000000000000338e-01
3.500000000000000000e+00,8.679999999999999938e-01,8.729999999999999982e-01,8.810000000000000053e-01,8.800000000000000044e-01,8.719999999999999973e-01,8.689999999999999947e-01,8.890000000000000124e-01,8.930000000000000160e-01,8.900000000000000133e-01,9.050000000000000266e-01,9.080000000000000293e-01,9.140000000000000346e-01
4.000000000000000000e+00,8.669999999999999929e-01,8.719999999999999973e-01,8.800000000000000044e-01,8.770000000000000018e-01,8.699999999999999956e-01,8.639999999999999902e-01,8.890000000000000124e-01,8.910000000000000142e-01,8.890000000000000124e-01,9.060000000000000275e-01,9.080000000000000293e-01,9.120000000000000329e-01
4.500000000000000000e+00,8.659999999999999920e-01,8.709999999999999964e-01,8.790000000000000036e-01,8.770000000000000018e-01,8.679999999999999938e-01,8.619999999999999885e-01,8.870000000000000107e-01,8.900000000000000133e-01,8.890000000000000124e-01,9.040000000000000258e-01,9.070000000000000284e-01,9.110000000000000320e-01
5.500000000000000000e+00,8.629999999999999893e-01,8.679999999999999938e-01,8.760000000000000009e-01,8.719999999999999973e-01,8.659999999999999920e-01,8.609999999999999876e-01,8.850000000000000089e-01,8.860000000000000098e-01,8.870000000000000107e-01,9.020000000000000240e-01,9.040000000000000258e-01,9.080000000000000293e-01
6.500000000000000000e+00,8.609999999999999876e-01,8.659999999999999920e-01,8.729999999999999982e-01,8.699999999999999956e-01,8.609999999999999876e-01,8.559999999999999831e-01,8.830000000000000071e-01,8.850000000000000089e-01,8.840000000000000080e-01,8.990000000000000213e-01,9.010000000000000231e-01,9.050000000000000266e-01
